Taxa	Metaxa2/H1	Metaxa2/H2	Metaxa2/H3	Metaxa2/L2	Metaxa2/L3	Metaxa2/L4
Eukaryota;Rhizaria;Cercozoa;Unclassified Cercozoa;;	0	0	0	0	0	1
Eukaryota;Unclassified Eukaryota;;;;	11	4	12	0	2	30
Eukaryota;Unikonta;Amoebozoa;Conosa;Unclassified Conosa;	1	0	0	0	0	0
Eukaryota;Unikonta;Amoebozoa;Discosea;Longamoebia;Centramoebida	1	0	1	0	0	0
Eukaryota;Unikonta;Amoebozoa;Unclassified Amoebozoa;;	2	0	0	0	0	0
Eukaryota;Unikonta;Unclassified Unikonta;;;	0	0	0	0	0	1
Eukaryota;Viridiplantae;Chlorophyta;Trebouxiophyceae;Chlorella;Trebouxiophyceae	2	3	3	1	0	0
Eukaryota;Viridiplantae;Chlorophyta;Trebouxiophyceae;Chlorella;Unclassified Chlorella	0	0	2	0	0	0
Eukaryota;Viridiplantae;Chlorophyta;Trebouxiophyceae;Unclassified Trebouxiophyceae;	5	2	1	0	0	1
Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Asterales;Unclassified Asterales	0	1	0	0	0	0
Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Ericales;Unclassified Ericales	0	0	1	0	0	0
Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Fabales;Unclassified Fabales	0	1	0	0	5	0
Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Tracheophyta;Spermatophyta	58	31	47	1	0	0
Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Unclassified Embryophyta;	14	13	21	1	2	0
Eukaryota;Viridiplantae;Unclassified Viridiplantae;;;	0	0	1	0	0	0
Mitochondria;;;;;	0	0	2	10	40	24
Mitochondria;Unclassified Mitochondria;;;;	9	4	13	2	10	122
Unknown;;;;;	14	16	9	20	2	71
